Quotes,Author,Political Orientation
"I don’t see any moral difference between a suicide bomber and somebody in a F-16 fighter jet who fires a missile into an apartment complex and then kills 10 or 15 little girls and boys. I don’t see much difference there. In fact, I think the pilot is a greater offender, you know, he’s getting medals, while the suicide bomber is sacrificing his life for what he believes in. But I don’t agree with either approach. I’m absolutely opposed to any sort of terrorism. (…) But if you call Hezbollah a terrorist organization, then you must call Israel a terrorist organization.",David Duke,Right
"I am opposed to globalism, I am opposed to colonialism, I am opposed to any sort of complusion of one nation over another. (...) I also deeply believe in human rights.",David Duke,Right
"I don't consider myself a racist, I don't hate other peoples, but I certainly want to preserve my own. And I think that's true of all people.",David Duke,Right
"I am not opposed to all Jews. That's how they do with me, they distort everything I say, but I'm certainly opposed to Jewish extremism. Just as I am opposed to certain Islamic fundamentalism. I'm opposed to terrorism, I'm opposed to oppression of individuals. But the media, because of the incredible Jewish extremist domination in the media, especially American media and the Hollywood media, we seldom hear about Jewish fundamentalism, we seldom hear about Jewish extremism. (...) We don't hear this in the media, because they in fact dominate the media.",David Duke,Right
"Terrorism does not happen in a vacuum. And we would not be subject to and endangered by so-called terrorism within our own countries if we in fact kept our countries as our own heritage, our own value system. The recent terror plot in Britain, for instance was launched mostly, almost entirely by Muslims of non-European descent, who were born in Britain. Born in Britain, because of the immigration policies of our countries.",David Duke,Right
"I have spoken all over the world and I have great respect for Muslims, I have great respect for the African people, I have respect for the other races. Even back home in Lousiana, I'm called a racist, but I have respect for the Black people of my country and I want them to have their own life, too, and I want them to be able to pursue their own destiny and not be controlled, and not be damaged.",David Duke,Right
Ilhan Omar is NOW the most important Member of the US Congress!,David Duke,Right
"There is a growing global anti-establishment revolt against the permanent political class at home, and the global elites that influence them, which impacts everyone from Lubbock, Tex., to London, England...We look at London and Texas as two fronts in our current cultural and political war.",Steve Bannon,Right
We should just go buck wild...Let the grassroots turn on the hate because that’s the ONLY thing that will make them do their duty.,Steve Bannon,Right
"We don’t like to try to guess what’s going to happen in the future, but I’ve got to tell you, I think people were very engaged in this election, and I think will be very engaged as time goes forward. The key is to hold people accountable. The hobbits, or the deplorables, had a great run in ’16. Everybody mocked them and ridiculed them, and now they’ve spoken. I think ’17 is going to be a very exciting year,",Steve Bannon,Right
"The media should be embarrassed and humiliated and keep its mouth shut and just listen for a while...I want you to quote this, the media here is the opposition party. They don't understand this country. They still do not understand why Donald Trump is the president of the United States... The elite media got it dead wrong, 100 percent dead wrong. [The 2016 election was] a humiliating defeat that they will never wash away, that will always be there...You’re the opposition party. Not the Democratic Party. You’re the opposition party. The media’s the opposition party.",Steve Bannon,Right
